Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,Clave partidas,Dependencia,desc_det_anuncio,uc,fecha_presentacion,fecha_pub,is_alert_for_keywords,uri,scrapped_day
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,51901,51901-0149,LAVADORA ROPA,"LAVADORA INDUSTRIAL DE ACERO INOXIDABLE, CON LAS SIGUIENTES ESPECIFICACIONES: - DIMENSIONES: 184 CENTÍMETROS DE ALTURA POR 146 CENTÍMETROS DE ANCHO Y 144 CENTÍMETROS DE PROFUNDIDAD. TOLERANCIA +/- 5 CENTÍMETROS. - PESO TOTAL DEL PRODUCTO: 1600 KILOGRAMOS, TOLERANCIA (+/- 100 KILOGRAMOS) - CAPACIDAD: 27KILOGRAMOS. 220 V/60HZ. - CARACTERÍSTICAS: SUSPENSIÓN FLOTANTE - ESTRUCTURA DE ABSORCIÓN DE IMPACTO SUPERIOR AL 90% ELIMINANDO VIBRACIONES Y RUIDO. - MOTOR CON AJUSTE CONTINÚO DE VELOCIDAD PARA GARANTIZAR ESTABILIDAD Y DURABILIDAD DEL EQUIPO. - VÁLVULA DE DRENAJE DE USO OPCIONAL DE CONTROL DE HIDRÁULICO A NEUMÁTICO, PANELES. - TINA ELABORADA EN ACERO INOXIDABLE. - CAJA DE JABÓN DE MATERIALES COMPUESTOS QUE RESISTEN ÁCIDOS, ÁLCALIS Y ALTAS TEMPERATURAS. - CON PANTALLA DIGITAL, TÁCTIL - 30 CICLOS DE LAVADO. - PERILLA DE LA PUERTA CON ESTRUCTURA DE BLOQUEO AUTOMÁTICO MECÁNICO. - COLOR: INDISTINTO.",PIEZA,1,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,51901,51901-0249,SECADORA ROPA,"SECADORA INDUSTRIAL, CON LAS SIGUIENTES ESPECIFICACIONES: - CICLOS DE SECADO: DE 5 A 30 CICLOS - DIMENSIONES: 200 CENTÍMETROS DE ALTURA POR 141 CENTÍMETROS DE ANCHO POR 107 CENTÍMETROS DE PROFUNDIDAD. TOLERANCIA +/- 5 CENTÍMETROS. - PESO TOTAL DEL PRODUCTO: 500 KILOGRAMOS, TOLERANCIA +/- 50 KILOGRAMOS) - CARACTERÍSTICAS: 220 V, CALENTAMIENTO A GAS, CON APERTURA DE PUERTA FRONTAL, - TINA ELABORADA EN ACERO GALBANIZADO, CON ORIFICIOS Y CIRCULACIÓN DE AIRE, MEJORANDO EL INTERCAMBIO DE CALOR ACORTANDO TIEMPOS DE SECADO. - BAJO CONSUMO DE GAS. - CAPACIDAD: 34 KILOS, TOLERANCIA DE +/- 5 KILOS. - COLOR: INDISTINTO.",PIEZA,1,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,51501,51501-0026,"EQUIPO MULTIFUNCIONAL (IMPRIME, FAXEA, ESCANEA Y FOTOCOPIA) (EQ. DE COMPUTACION)","IMPRESORA MULTIFUNCIONAL, CON LAS SIGUIENTES ESPECIFICACIONES: -CONECTIVIDAD: USB, WI-FI -PROFUNDIDAD: 55.9 CENTÍMETROS, TOLERANCIA DE +/- 2 CENTÍMETROS. -CARACTERÍSTICAS: ESCÁNER INALÁMBRICO. -ALTURA: 20.6 CENTÍMETROS, TOLERANCIA DE +/- 1 CENTÍMETRO. -RESOLUCIÓN: 48000X1200 DPI. -NIVEL DE POTENCIA SONORA: 51DB. -PANTALLA LCD. -COLORES DE IMPRESIÓN: NEGRO, CIAN, MAGENTA, AMARILLO. -DIAGONAL DE LA PANTALLA: 5.59 CENTÍMETROS (2.2 PULGADAS) TOLERANCIA DE +/- 2 CENTÍMETROS. -INTERVALO DE TEMPERATURA OPERATIVA: 20-80 °C. -TIPO DE PAPEL DE ENTRADA: BANDEJA DE PAPEL. -TAMAÑO MÁXIMO DE PAPEL ISO A-SERIES: A4.",PIEZA,2,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,arillo,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,51501,51501-0065,MONITOR (EQ. DE COMPUTACION),"MONITOR CON LAS SIGUIENTES ESPECIFICACIONES: - RESOLUCIÓN DE 1080 PIXELES. - TAMAÑO 32 PULGADAS. - ANGULO ILIMITADO. - CONEXIONES DE ENTRADA DE VIDEO. - MATERIAL PLÁSTICO DE ALTA RESISTENCIA. - IMÁGENES EN FULL COLOR / BLANCO Y NEGRO, CON SENSORES DE IMÁGENES.",PIEZA,2,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,29401,29401-0040,REPETIDORES PARA REDES DE MICROCOMPUTADORAS (SUMINISTROS INFORMATICOS),"REPETIDOR DE SEÑAL. CON LAS SIGUIENTES ESPECIFICACIONES: - DOBLE BANDA - RED INALÁMBRICA - VELOCIDAD DE 1300 MBPS, TOLERANCIA DE +/- 100 MBPS - 4 ANTENAS EXTERNAS, TOLERANCIA +/- 2 ANTENAS - MODO ROUTER - PUNTO DE ACCESO/1, PUERTO 1 GB, - CUATRO PUERTOS LAND, TOLERANCIA DE +/- 2 PUERTOS. - UNA RED DE INVITADOS DE 5 GHZ, TOLERANCIA DE +/- 1 GHZ",PIEZA,2,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00077770,IA-80-U88-921002997-N-95-2024,51101,51101-0022,ESCRITORIO,"MESA PARA COMPUTADORA, CON LAS SIGUIENTES ESPECIFICACIONES: -DIMENSIONES 1.20 X 0.60 X 0.75 CM (LARGO X ANCHO X ALTO) CON TOLERANCIA DE +/- 2 CENTÍMETROS EN TODAS LAS MEDIDAS, TUBULAR CUADRADO 3/4 PULGADAS X 3/4 PULGADAS. -COLOR DE LA ESTRUCTURA: NEGRO -CON PATAS Y LARGUERO DE ACERO CON 2 NIVELADORES. - CUBIERTA DE MELAMINA TERMOFUSIONADA EN AMBAS CARAS DE 19 MM Y ACABADO LAMINADO, COLOR BLANCO CON ALTA RESISTENCIA A LA ABRASIÓN, CON 2 PASA CABLES EN CUBIERTA.",PIEZA,2,"21101,21601,22301,24801,24901,25501,27301,29101,29401,51101,51501,51901,56201,56701",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE ARTICULOS DEL HOGAR, ARTICULOS MENORES DE OFICINA Y ARTICULOS DE SERVICIO DEL PROYECTO DE FORTALECIMIENTO PARA LA ATENCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES EN EL ALBERGUE PARA MENORES MIGRANTES ACOMPAÑADOS DEL ESTADO DE PUEBLA",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:39,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6219adf0493840a9825595e0f67b944e/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0026,BOLIGRAFOS,"BOLÍGRAFO COLOR ROJO, PUNTO MEDIANO, PRESENTACIÓN CAJA CON 12 PIEZAS, MATERIAL PLÁSTICO.",PIEZA,14,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0026,BOLIGRAFOS,"BOLÍGRAFO COLOR NEGRO, PUNTO MEDIANO, PRESENTACIÓN CAJA CON 12 PIEZAS, MATERIAL PLÁSTICO.",PIEZA,14,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0026,BOLIGRAFOS,"BOLÍGRAFO COLOR AZUL, PUNTO MEDIANO, PRESENTACIÓN CAJA CON 12 PIEZAS, MATERIAL PLÁSTICO.",PIEZA,14,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0030,BORRADOR / GOMA,"GOMAS DE MIGAJÓN, CAJA CON 20 PIEZAS, MEDIDA POR PIEZA 5.5 CENTÍMETROS DE LARGO X 2.3 CENTÍMETROS DE ANCHO X 1.3 CENTÍMETROS DE ALTO, TOLERANCIA +/-0.5 CENTÍMETROS. COLOR BLANCO.",PIEZA,10,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0133,PAPEL BOND,"PAPEL LUSTRE ROJO, MEDIDAS DE 70 CENTÍMETROS DE LARGO X 50 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 5 CENTÍMETROS. PRESENTACIÓN PLIEGO.",PIEZA,80,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0139,PAPEL CREPE,"PAPEL CREPE, PRESENTACIÓN PAQUETE CON 10 PLIEGOS, COLOR CAFÉ, MEDIDAS DE 200 CENTÍMETROS DE LARGO X 50 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 5 CENTÍMETROS.",PIEZA,12,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0133,PAPEL BOND,"PAPEL AMÉRICA, LISO, MEDIDAS DE 50 CENTÍMETROS DE LARGO X 70 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 5 CENTÍMETROS. COLOR AZUL MEDIO. PRESENTACIÓN, PAQUETE CON 2 PIEZAS.",PIEZA,70,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,medio,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0136,PAPEL CHINA,"PAPEL CHINA, COLOR BLANCO, MEDIDAS DE 50 CENTÍMETROS DE LARGO X 66 CENTÍMETROS DE ANCHO, TOLERANCIA +/-5 CM, PRESENTACIÓN PAQUETE CON 100 PIEZAS.",PIEZA,10,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0142,PAPEL KRAFT,"PAPEL KRAFT, COLOR MARRÓN, BIODEGRADABLE RESISTENTE Y FLEXIBLE, MEDIDAS 100 CENTÍMETROS DE ANCHO, TOLERANCIA +/- 10 CENTÍMETROS X 200 METROS DE LARGO, ROLLO, TOLERANCIA +/- 5 METROS. PRESENTACIÓN EN ROLLO.",PIEZA,5,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0133,PAPEL BOND,"CARTULINA CASCARON, COLOR BLANCO, MEDIDAS DE 71 CENTÍMETROS DE LARGO X 112 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 5 CENTÍMETROS.",PIEZA,20,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0133,PAPEL BOND,"FOAMY TAMAÑO CARTA, COLOR NARANJA, PRESENTACIÓN EN PAQUETE DE 24 PIEZAS, MEDIDAS DE 21 CENTÍMETROS DE LARGO X 28 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 2 CENTÍMETROS, X 2 MILÍMETROS DE GROSOR, TOLERANCIA DE +/- 2 MILÍMETROS.",PIEZA,10,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,21101,21101-0133,PAPEL BOND,"FOAMY EN PLIEGO, MEDIDAS DE 70 CENTÍMETROS DE LARGO X 90 CENTÍMETROS DE ANCHO, TOLERANCIA DE +/- 5 CENTÍMETROS, X 2 MILÍMETROS DE GROSOR, TOLERANCIA DE +/- 1 MILÍMETROS, COLOR AZUL CIELO.",PIEZA,15,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
,E-2024-00082168,IA-80-U88-921002997-N-96-2024,24901,24901-0026,PEGAMENTOS,"SILICÓN FRÍO LIQUIDO DE 250 MILILITROS, TOLERANCIA DE +/- 10 MILILITROS, SILICÓN AL 45%, PRESENTACIÓN EN ENVASE DE PLÁSTICO.",PIEZA,16,"21101,21701,22301,23201,23601,23701,23801,24401,24901,25401,27101,27301,29301,29401,51501,51901",080U88 - SECRETARÍA DE ADMINISTRACIÓN,"ADQUISICIÓN DE PAPELERÍA, INSUMOS DE RECREACIÓN Y MANTENIMIENTO PARA EL PROYECTO PARA LA TRANSFERENCIA DE APOYOS PARA EL FORTALECIMIENTO DE LOS SISTEMAS PARA EL DESARROLLO INTEGRAL DE LA FAMILIA INTEGRADOS EN EL SISTEMA DE ASISTENCIA SOCIAL PÚBLICA EN MATERIA DE SUS ACCIONES DE INTERVENCIÓN RELATIVAS A LA NIÑEZ MIGRANTE.",DIRECCIÓN DE ADQUISICIONES DE BIENES Y SERVICIOS,26/08/2024 10:00,15/08/2024 17:38,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/82ce5a7c776542978e36c2c3a5dcc5f6/procedimiento,22/08/2024
