Clave compendio,Clave Cucop,Descripción detallada,Codigo del expediente,Número del procedimiento o contratación,Dependencia,Número Unidad Compradora,Nombre Unidad Compradora,Fecha y hora de la publicación,Año del ejercicio presupuestal,Clave partidas,Proveedor,Número de contrato,Fecha de inicio,Fecha de fin,Importe Unitario sin Impuestos,Total Sin IVA,Total con IVA,uri,scrapped_day,total cantidad minima
010.000.5223.01,25301-2935,PEGINTERFERON ALFA SOLUCION INYECTABLE CADA JERINGA PRECARGADA CONTIENE: PEGINTERFERON ALFA-2 A 180 MICROGRAMOS. ENVASE CON UNA JERINGA PRECARGADA DE 0.5 ML.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMACEUTICOS MAYPO SA DE CV,D3P0566,12/06/2023,31/12/2023,"$2,399.48","$100,778.16","$100,778.16",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.5737.00,25301-2980,RIVAROXABAN. COMPRIMIDO CADA COMPRIMIDO CONTIENE: RIVAROXABAN 2.5 MG ENVASE CON 56 COMPRIMIDOS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMACEUTICOS MAYPO SA DE CV,D3P0566,12/06/2023,31/12/2023,$598.04,"$75,951.08","$75,951.08",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.6186.00,25301-3419,BARICITINIB. TABLETA. CADA TABLETA CONTIENE: BARICITINIB 4 MG.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMACEUTICOS MAYPO SA DE CV,D3P0566,12/06/2023,31/12/2023,"$5,239.19","$26,195.95","$26,195.95",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.6223.00,25301-3474,"BECLOMETASONA/ FORMOTEROL/ GLICOPIRRONIO, AEROSOL, CADA DOSIS DE SOLUCION PRESURIZADA PARA INHALACION CONTIENE: DIPROPIONATO DE BECLOMETASONA ANHIDRO 100MICROGRAMOS, FUMARATO DE FORMOTEROL DIHIDRATADO EXTRAFINO 6MICROGRAMOS, BROMURO DE GLICOPIRRONIO",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMACEUTICOS MAYPO SA DE CV,D3P0566,12/06/2023,31/12/2023,$410.00,"$182,040.00","$182,040.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.6263.00,25301-3515,ATORVASTATINA/ EZETIMIBA. CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: ATORVASTATINA CALCICA TRIHIDRATO 40.0 MG. Y EZETIMIBA 10.0MG ENVASE CON 30 TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMACEUTICOS MAYPO SA DE CV,D3P0566,12/06/2023,31/12/2023,$340.00,"$226,100.00","$226,100.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.1760.00,25301-1472,METOTREXATO. SOLUCIÓN INYECTABLE CADA FRASCO ÁMPULA CON LIOFILIZADO O SOLUCIÓN CONTIENE: METOTREXATO SÓDICO EQUIVALENTE A 50 MG DE METOTREXATO. ENVASE CON UN FRASCO ÁMPULA.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMADESCUENTO SA DE CV,D3P0567,12/06/2023,31/12/2023,$143.00,"$4,004.00","$4,004.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4431.00,25301-0433,CARBOPLATINO. SOLUCIÓN INYECTABLE. CADA FRASCO ÁMPULA CONTIENE: CARBOPLATINO 150 MG ENVASE CON UN FRASCO ÁMPULA.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",FARMADESCUENTO SA DE CV,D3P0567,12/06/2023,31/12/2023,$407.00,"$8,547.00","$8,547.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4160.00,25301-0965,FLUDROCORTISONA COMPRIMIDO CADA COMPRIMIDO CONTIENE: ACETATO DE FLUDROCORTISONA 0.1 MG ENVASE CON 100 COMPRIMIDOS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",HEALTH PROVIDER INTERNACIONAL ILL&GAT SA DE CV,D3P0568 Y D3P0569,12/06/2023,31/12/2023,"$5,980.00","$23,920.00","$23,920.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4160.00,25301-0965,FLUDROCORTISONA COMPRIMIDO CADA COMPRIMIDO CONTIENE: ACETATO DE FLUDROCORTISONA 0.1 MG ENVASE CON 100 COMPRIMIDOS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",HEALTH PROVIDER INTERNACIONAL ILL&GAT SA DE CV,D3P0568 Y D3P0569,12/06/2023,31/12/2023,"$5,980.00","$35,880.00","$35,880.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4298.00,25301-0479,CICLOSPORINA CAPSULA DE GELATINA BLANDA CADA CAPSULA CONTIENE: CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSION 100 MG ENVASE CON 50 CAPSULAS,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",HEALTH PROVIDER INTERNACIONAL ILL&GAT SA DE CV,D3P0568 Y D3P0569,12/06/2023,31/12/2023,"$1,220.00","$62,220.00","$62,220.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4298.00,25301-0479,CICLOSPORINA CAPSULA DE GELATINA BLANDA CADA CAPSULA CONTIENE: CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSION 100 MG ENVASE CON 50 CAPSULAS,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",HEALTH PROVIDER INTERNACIONAL ILL&GAT SA DE CV,D3P0568 Y D3P0569,12/06/2023,31/12/2023,"$1,200.00","$34,800.00","$34,800.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
040.000.2612.00,25301-0532,CLONAZEPAM TABLETA CADA TABLETA CONTIENE: CLONAZEPAM 2 MG ENVASE CON 30 TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",MULTIEQUIPOS Y MEDICAMENTOS SA DE CV,D3P0570 Y D3P0572,12/06/2023,31/12/2023,$110.00,"$807,510.00","$807,510.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
040.000.2612.00,25301-0532,CLONAZEPAM TABLETA CADA TABLETA CONTIENE: CLONAZEPAM 2 MG ENVASE CON 30 TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",MULTIEQUIPOS Y MEDICAMENTOS SA DE CV,D3P0570 Y D3P0572,12/06/2023,31/12/2023,$110.00,"$1,218,470.00","$1,218,470.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
040.000.0409.00,25301-1126,HIDROXIZINA GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE HIDROXIZINA 10 MG ENVASE CON 30 GRAGEAS OTABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GADMAR SA DE CV,D3P0571,12/06/2023,31/12/2023,$37.00,"$41,403.00","$41,403.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.0439.00,25301-1881,SALBUTAMOL SOLUCION PARA NEBULIZADOR CADA 100 ML CONTIENEN: SULFATO DE SALBUTAMOL 0.5 G ENVASE CON 10 ML.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GAMBARS DISTRIBUIDORA SA DE CV,D3P0573 Y D3P0575,12/06/2023,31/12/2023,$51.00,"$21,726.00","$21,726.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.2188.00,25301-1219,IPRATROPIO -SALBUTAMOL SOLUCION CADA AMPOLLETA CONTIENE: BROMURO DE IPRATROPIO MONOHIDRATADO EQUIVALENTE A 0.500 MG DE BROMURO DE IPRATROPIO. SULFATO DE SALBUTAMOL EQUIVALENTE A 2.500 MG DE SALBUTAMOL. ENVASE CON 10 AMPOLLETAS DE 2.5 ML.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GAMBARS DISTRIBUIDORA SA DE CV,D3P0573 Y D3P0575,12/06/2023,31/12/2023,$172.50,"$40,710.00","$40,710.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4036.00,25301-0896,ETOFENAMATO SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: ETOFENAMATO 1 G ENVASE CON UNA AMPOLLETA DE 2 ML.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GAMBARS DISTRIBUIDORA SA DE CV,D3P0573 Y D3P0575,12/06/2023,31/12/2023,$90.00,"$86,760.00","$86,760.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
040.000.0409.00,25301-1126,HIDROXIZINA GRAGEA O TABLETA CADA GRAGEA O TABLETA CONTIENE: CLORHIDRATO DE HIDROXIZINA 10 MG ENVASE CON 30 GRAGEAS O TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GAMBARS DISTRIBUIDORA SA DE CV,D3P0573 Y D3P0575,12/06/2023,31/12/2023,$24.00,"$26,856.00","$26,856.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.1929.00,25301-0191,AMPICILINA TABLETA O CAPSULA CADA TABLETA O CAPSULA CONTIENE: AMPICILINA ANHIDRA O AMPICILINA TRIHIDRATADA EQUIVALENTE A 500 MG DE AMPICILINA. ENVASE CON 20 TABLETAS O CAPSULAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$67.95,"$209,353.95","$209,353.95",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.5240.00,25301-2724,INMUNOGLOBULINA G NO MODIFICADA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO O SOLUCION CONTIENEN: INMUNOGLOBULINA G NO MODIFICADA 6 G. ENVASE CON UN FRASCO AMPULA CON 120 ML.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,"$16,490.00","$1,583,040.00","$1,583,040.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.1971.00,25301-0822,ERITROMICINA CAPSULA O TABLETA CADA CAPSULA O TABLETA CONTIENE: ESTEARATO DE ERITROMICINA EQUIVALENTE A 500 MG DE ERITROMICINA. ENVASE CON 20 CAPSULAS O TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$43.00,"$37,066.00","$37,066.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.2617.00,25301-1310,LEVETIRACETAM TABLETA CADA TABLETA CONTIENE: LEVETIRACETAM 500 MG ENVASE CON 60 TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$337.55,"$922,186.60","$922,186.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.5163.00,25301-1961,SOMATROPINA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: SOMATROPINA BIOSINTETICA 1.33 MG EQUIVALENTE A 4 UI ENVASE CON FRASCO AMPULA Y FRASCO AMPULA O AMPOLLETA CON 1 O 2 ML DE DILUYENTE.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$605.85,"$737,319.45","$737,319.45",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
,25401-0294,"JERINGAS DE PLASTICO GRADO MEDICO DE 5 ML DE CAPACIDAD, ESCALA GRADUADA EN ML, CON DIVISIONES DE 1.0 ML Y SUBDIVISIONES DE 0.2 ML Y AGUJA DE 20 G Y 38 MM DE LONGITUD, ESTERIL Y DESECHABLE.",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$2.80,"$16,853.20","$19,549.712",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
,25501-0048,"TUBO SISTEMA PARA TOMA Y RECOLECCION DE SANGRE, DE PLASTICO PET AL VACIO (13 X 75 MM) DESECHABLE PARA ADULTO CON EDTA K2 (7.2 MG) APLICADO POR ASPERSION EN LA PARED DEL TUBO, TAPON LILA CON SILICON COMO LUBRICANTE, VOLUMEN DE DRENADO 4.0",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",ROSAN MEDICAL SA DE CV,D3P0574 Y D3P0576,12/06/2023,31/12/2023,$424.50,"$472,044.00","$547,571.04",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.6007.01,25301-2502,DAPAGLIFLOZINA. TABLETA. CADA TABLETA CONTIENE: DAPAGLIFLOZINA PROPANODIOL EQUIVALENTE A 10 MG DE DAPAGLIFLOZINA. ENVASE CON 28 TABLETAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GRUPO CORPORATIVO C Y C SA DE CV,D3P0577 Y D3P0581,12/06/2023,31/12/2023,"$1,979.00","$5,917,210.00","$5,917,210.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
,25401-8123,"CIRCUITO DE VENTILACION PARA ANESTESIA DE POLIVINILO CONSTA DE: DOS MANGUERAS, UN FILTRO, CONEXION EN ""Y"" DE PLASTICO, CODO, MASCARILLA Y BOLSAS DE 3 Y 5 L.",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GRUPO CORPORATIVO C Y C SA DE CV,D3P0577 Y D3P0581,12/06/2023,31/12/2023,$249.50,"$352,543.50","$408,950.46",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
060.203.0561,25401-4579,"CINTAS DE FILAMENTOS DE FIBRAS, POLIESTER TRENZADO. LONGITUD: 30 CM. ANCHO: 5 MM.",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GRUPO EMEQUR SA DE CV,D3P0578 Y D3P0579,12/06/2023,31/12/2023,"$16,204.60","$48,613.80","$56,392.008",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
,25401-0473,SUTURAS. SINTETICAS ABSORBIBLES POLIMERO DE ACIDO GLICOLICO TRENZADO CON AGUJA. LONGITUD DE LA HEBRA: 67-70 CM CALIBRE DE LA SUTURA: 3-0 CARACTERISTICAS DE LA AGUJA: 1/2 CIRCULO AHUSADA (25-26 MM). ENVASE CON 12 PIEZAS.,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GRUPO EMEQUR SA DE CV,D3P0578 Y D3P0579,12/06/2023,31/12/2023,$743.30,"$162,039.40","$187,965.704",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
,25401-0473,"SUTURAS DE MONOFILAMENTO SINTETICO ABSORBIBLE DE COPOLIMERO DE GLICOLIDA Y EPSILON-CAPROLACTONA, CON COLOR. LONGITUD DE LA HEBRA. 70 CM CALIBRE DE LA SUTURA. 2-0 CARACTERISTICAS DE LA AGUJA. CON AGUJA AHUSADA, DE 1/2 CIRCULO (40",E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",GRUPO EMEQUR SA DE CV,D3P0578 Y D3P0579,12/06/2023,31/12/2023,"$3,322.99","$16,614.95","$19,273.342",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
010.000.4141.00,25301-1512,MOMETASONA SUSPENSION PARA INHALACION CADA 100 ML CONTIENE: FUROATO DE MOMETASONA MONOHIDRATADA EQUIVALENTE A 0.050 G DE FUROATO DE MOMETASONA ANHIDRO ENVASE NEBULIZADOR CON 18 ML Y VALVULA DOSIFICADORA (140 NEBULIZACIONES DE 50,E-2023-00046197,AA-50-GYR-050GYR075-I-72-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR075,COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO DELEGACION QUERETARO,16/01/2024 17:31,2023,"15401,21601,22301,23701,25101,25301,25401,25501,27201,53101,53201,56902",SOS SISTEMAS OPCIONALES EN SALUD SA DE CV,D3P0580,12/06/2023,31/12/2023,$250.00,"$183,500.00","$183,500.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/f4a8a06e35e54aa8a335626893e394a1/procedimiento,17/08/2024,
