Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,uri,scrapped_day
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,TARJETERO DE ACRILICO DE 3 MM DE ESPESOR CON MEDIDAS DE 34 X 51.5 CM CON T,PIEZA,32,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,BARANDAL DE ACRILICO DE 9MM DE ESPESOR CON MEDIDAS DE 15CM X 60CM,PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,CAPACETE EXTERIOR PARA INCUBADORA DE TRASLADO,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,ASIENTO DE VINIL PARA SILLA DE RUEDAS,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29801,29801-0035,BALEROS,BALERO PARA SILLA DE RUEDAS DE 24”,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,53101,53101-0074,"CARPETA DE TABLAS DE COLORES (COMPARA COLORES D/SUELOS, SEDIMENTOS, CERAMICAS, PLANTAS, ANIM., ETC.) (INSTRUMENTAL DE LABORATORIO)",MANGO PARA SILLA DE RUEDAS,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,53101,53101-0074,"CARPETA DE TABLAS DE COLORES (COMPARA COLORES D/SUELOS, SEDIMENTOS, CERAMICAS, PLANTAS, ANIM., ETC.) (INSTRUMENTAL DE LABORATORIO)",PIECERAS PARA SILLA DE RUEDAS CON BASE DERECHA,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,53101,53101-0074,"CARPETA DE TABLAS DE COLORES (COMPARA COLORES D/SUELOS, SEDIMENTOS, CERAMICAS, PLANTAS, ANIM., ETC.) (INSTRUMENTAL DE LABORATORIO)",PIECERAS PARA SILLA DE RUEDAS CON BASE IZQUIERDA,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29301,29301-0018,REGATON,REGATÓN GUIA PARA SILLA DE RUEDAS,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,53101,53101-0074,"CARPETA DE TABLAS DE COLORES (COMPARA COLORES D/SUELOS, SEDIMENTOS, CERAMICAS, PLANTAS, ANIM., ETC.) (INSTRUMENTAL DE LABORATORIO)",RESPALDOS PARA SILLA DE RUEDAS,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,53101,53101-0074,"CARPETA DE TABLAS DE COLORES (COMPARA COLORES D/SUELOS, SEDIMENTOS, CERAMICAS, PLANTAS, ANIM., ETC.) (INSTRUMENTAL DE LABORATORIO)",RUEDA GIRATORIA DE 6” PARA SILLA DE RUEDAS,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29901,29901-0045,REFACCIONES PARA SILLAS GIRATORIAS,"LLANTA DE REFACCION (CAÑUELAS LIGAS PARA SILLA DE RUEDAS DE 24""",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,BARANDAL DE ACRILICO PARA TERMO BABY CON MEDIDAS DE 25 CM POR 68 CM,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,23701,23701-0041,PRODUCTOS DE ACRILICO,CAPACETE PARA INCUBADORA,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29801,29801-0050,TERMOSTATO,TERMOSTATO DE CONTROL PROGRAMABLE PARA CONSERVACION,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29801,29801-0033,ASPAS,ASPAS PARA LICUADORA DOMESTICA,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),"BANDA B33 CUBIERTA FLEX, PAREDES CURVAS Y LOMO ARQUEADO, CIRCUNFERENCIA DE 914 MM.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),"BANDA B42 CUBIERTA FLEX, PAREDES CURVAS Y LOMO ARQUEADO, CIRCUNFERENCIA 1143 MM.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA B 50,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA B67,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA A33 HI POWER II GATES ANCHO 12.7 MM,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A20 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A21 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A38 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A40 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A48 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA LISA INDUSTRIAL TIPO A56 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDAINDUSTRIAL TIPO B40 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA INDUSTRIAL TIPO B58 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA INDUSTRIAL TIPO B62 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA INDUSTRIAL TIPO B78 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA INDUSTRIAL TIPO B80 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),BANDA INDUSTRIAL TIPO B105 GATES,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,29601,29601-0014,BANDA DE TRANSMISION (AUTOMOTRIZ),"BANDA A35 INDUSTRIAL, CUBIERTA FLEX PAREDES CURVAS Y LOMO ARQUEADO, CIRCUNFERENCIA DE 945 MM",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,56201,56201-0089,CHUMACERA,CHUMACERA DE PISO MODELO SY 505,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00081246,PC-2024-00000974,56201,56201-0089,CHUMACERA,CHUMACERA DE PISO MODELO SY 504,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b005f29806134df89466ca3c04d8a392/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21101,21101-0056,CESTO BASURA,"12013301540101BOTE PARA BASURA, DE POLIETILENO, DE ALTA DENSIDAD, REDONDO, CON REBORDE REFORZADO AGARRADERAS DE USO INTENSIVO EN COLOR GRIS O CAFE CLARO, CON BASE RODABLE INTEGRADA DE 55 A 60 CM. DE DIAMETRO POR 70 CM. DE ALTURA, CON TAPA.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0020,CHAROLA,"12019801150101CHAROLA INSERTO, PARA USO EN BAÑO MARIA, DE POLICARBONATO, EN COLOR CLARO TRANSPARENTE, CON CAPACIDAD PARA 11.7 L.",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0020,CHAROLA,"12019800810101CHAROLA INSERTO, PARA USO EN BAÑO MARIA, DE POLICARBONATO, EN COLOR CLARO TRANSPARENTE, CON CAPACIDAD PARA 19 L.",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0020,CHAROLA,12019815350101CHAROLA RECTANGULAR DE FIBRA DE VIDRIO O POLIESTIRENO EN COLOR CAFE DE 35 CMS. DE LARGO POR 27 CMS. DE ANCHO CON CEJA DE 2 CMS. DE ALTURA.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0020,CHAROLA,"12019814020401CHAROLA, CON CINCO COMPARTIMIENTOS, DE MELAMINA O POLICARBONATO EN COLOR BEIGE DE 35 X 27 X 3 CM, CON EL EMBLEMA DEL I.M.S.S. GRABADO.",PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0021,COLADOR,12021304540301COLADOR CHINO ESTAÑADO DE 30 CM. DE DIAMETRO CON MAZO DE POLIPROPILENO O PLASTICO DE ALTA RESISTENCIA.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0025,CUCHARA MESA,"12085301030001CUCHARA SOPERA DE PLASTICO (DE RESINA DE POLIESTIRENO). CAJA CON 1000 PIEZAS, 40 PAQUETES DE 25 PIEZAS CADA UNO.",PIEZA,128,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0025,CUCHARA MESA,"12025304300101CUCHARA SOPERA, DE ACERO INOXIDABLE 430, CON EL EMBLEMADEL I.M.S.S. GRABADO.",PIEZA,260,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0025,CUCHARA MESA,"12025302080101CUCHARA, PARA SERVICIO, DE -ACERO INOXIDABLE 430, DE 39A 40 CM DE LONGITUD.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0025,CUCHARA MESA,"12025304060101CUCHARA, PARA SERVICIO, PER-FORADA, DE ACERO INOXIDABLE430, DE 39 A 40 CM DE LONGI-TUD.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0094,CUCHARON,12025801790101CUCHARON DE ACERO INOXIDABLEDE 120 ML DE CAPACIDAD.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0028,CUCHILLO COCINA,12026305520101CUCHILLO DE ACERO INOXIDABLE TIPO CHEF CON HOJA DE 25 CM. CON MANGO DE PLASTICO O POLICARBONATO.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0028,CUCHILLO COCINA,12026306020201CUCHILLO DE ACERO INOXIDABLE TIPO CHEF CON HOJA DE 30 CM. CON MANGO DE PLASTICO O POLICARBONATO.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,51901,51901-0118,EXPRIMIDOR FRUTAS,"12040601700001EXPRIMIDOR, DE ALUMINIO FUN-DIDO, PARA LIMONES.",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,25401,25401-0244,GUANTES PARA EXPLORACION,"12045000430101GUANTE DE ASBESTO DE 50 CM., RECOMENDADO SU USO EN EL MANEJO DE UTENSILIOS CALIENTES LOS CUALES PUEDEN SER TOMADOS DE MANERA DIRECTA, DE FORRO INTERIOR DE",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0037,JARRA,"12054603790001JARRA, CON TAPA, PARA BURO,DE PLASTICO, CON CAPACIDADPARA 1.5 L.",PIEZA,88,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0109,LICUADORA,"12056500110101LICUADORA, VASO DE VIDRIO TRANSPARENTE, BASE METALICA CROMADA, CUCHILLAS LARGAS DE ACERO INOXIDABLE, 3 VELOCIDADES, CAPACIDAD 1.25 LITROS, TIPO DOMESTICO.",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0049,MOLDE PARA SERVICIO DE ALIMENTACION,"12062414300001MOLDE RECTANGULAR DE ACERO INOXIDABLE CON TAPA DE 33 CM X 22 CM X 10 DE ALTURA. PARA PREPARAR DE 20 A 56 RACIONES DE DIETAS DIABETICAS, BLANDAS, NORMALES, FRUTAS Y VERDURAS A TEMPERATURAS DE 60 GRADOS O MAS. EN VAPORERA.",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0049,MOLDE PARA SERVICIO DE ALIMENTACION,"12062414480001MOLDE RECTANGULAR DE ACERO INOXIDABLE CON TAPA DE 33 CM X 22 CM X 7 CM DE ALTURA. PARA PREPARAR DE 20 A 50 RACIONES DE DIETAS DIABETICAS, BLANDAS CON SAL, NORMALES, FRUTAS Y VERDURAS Y LAS HIPOSODICAS SIN SAL A TEMPERATURAS DE 60",PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0049,MOLDE PARA SERVICIO DE ALIMENTACION,12062414550001MOLDE RECTANGULAR DE ACERO INOXIDABLE CON TAPA DE 53 CM. X 33 CM. X 7 CM. DE ALTURA.,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,23301,23301-0005,PAPEL ALUMINIO,"12070300140001PAPEL ALUMINIO, DE 30 CM. DE ANCHO POR 400 M. DE LARGO.",PIEZA,32,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,23301,23301-0005,PAPEL ALUMINIO,"12070300220001PAPEL AUTOADHERIBLE, DE 30 CM. DE ANCHO POR 600 M. DE LARGO.",PIEZA,34,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0053,PELADOR,"12070601100001PELA PAPA DE ACERO INOXIDABLE, MANGO GRUESO DE PLASTICO.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0056,PLATO DESECHABLE,"12073616820001PLATO CON TRES DIVISIONES DE PLASTICO, DE RESINA DE POLIESTIRENO, DESECHABLE DE 175 A 180 MM DE DIAMETRO, CAJA CON 40 PAQUETES DE 25 PIEZAS.",PIEZA,88,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,51901,51901-0227,REBANADORA ELECTRICA (COCINA),"12078300580101REBANADOR PARA VERDURAS, MA-NUAL, DE ACERO INOXIDABLE, -CON CINCO CONOS.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21601,21601-0069,RECIPIENTE,12078401720001RECIPIENTE DE POLICARBONATO TRANSPARENTE PARA ALMACENAR ALIMENTOS DE CAPACIDAD DE 1.900LT DIAMETRO DE 22.5CM ALTURA DE 11.1CM.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21601,21601-0069,RECIPIENTE,12078401230001RECIPIENTE DE POLICARBONATO TRANSPARENTE PARA ALMACENAR ALIMENTOS DE CAPACIDAD DE 3.8LT DIAMETRO DE 22.5CM ALTURA DE 21.8CM.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21601,21601-0069,RECIPIENTE,12078401310001RECIPIENTE DE POLICARBONATO TRANSPARENTE PARA ALMACENAR ALIMENTOS DE CAPACIDAD DE 5.7LT DIAMETRO DE 25.2CM ALTURA DE 20.2CM.,PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21601,21601-0069,RECIPIENTE,"12078400810101RECIPIENTE, CON ASAS, DE PO-LICARBONATO, EN COLOR CLAROTRANSPARENTE, CON CAPACIDADPARA 4 L, CON TAPA DE CIERREHERMETICO.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,21601,21601-0069,RECIPIENTE,"12078400990101RECIPIENTE, CON ASAS, DE PO-LICARBONATO, EN COLOR CLARO,TRANSPARENTE, CON CAPACIDADPARA 6 L, CON TAPA DE CIERREHERMETICO.",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0065,SARTEN,"12081801560201SARTEN CONICO, DE ALUMINIOTRIPLE FUERTE, DE 2.7 A 2.8MM DE ESPESOR, DE 24 CM DEDIAMETRO, PULIDO, CON MANGO,DE ALUMINIO FUNDIDO.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0065,SARTEN,12081815010101SARTEN DE FIERRO FUNDIDO. DIAMETRO 40 CM.,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0103,TABLA PARA PICAR ALIMENTOS,"12084900270101TABLA, DE POLIETILENO DE ALTA DENSIDAD, DE UNA SOLA PIEZA, DE 45 X 30 X 2.5 CM, COLOR ROJO, VERDE, AZUL, BEIGE, AMARILLO Y BLANCO (AL SOLICITAR INDICAR COLOR).",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0082,VASO CON TAPA,"12085300120201TAPA, BASE PARA CHAROLA, CON CINCO COMPARTIMIENTOS, DE POLIPROPILENO, CALIBRE 60, FORMADA AL VACIO, EN COLOR BLANCO, DE 35.5 X 27.5 X 4.7 CM, REFORZADA EN LAS ORILLAS SUPERIORES.",PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0070,TAZA,12085901070101TAZA PARA TERNO. DE MELAMINA COLOR BEIGE. DE 2OO ML CAPACIDAD.,PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0070,TAZA,"12085900570201TAZA, DE MELAMINA, EN COLOR AMARILLO, CON CAPACIDAD PARA 200 ML AL RAS, DE 9.5 CM DE DIAMETRO Y 5.5 CM DE ALTURA, CON EL EMBLEMA DEL I.M.S.S. GRABADO.",PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
,E-2024-00080833,PC-2024-00000968,22301,22301-0071,TAZON,12086401590101TAZON PARA SOPA. DE MELAMINA COLOR BEIGE. DE 250 ML DE CAPACIDAD.,PIEZA,60,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b813b164ab9040688b746df1df4a7be4/proyecto,16/08/2024
